Name,Profile_URL,Surname,Nickname,Height,Weight,Reach,Stance,Wins,Losses,Draws
Askar,http://ufcstats.com/fighter-details/b1d19449397541dc,Askarov,Bullet,"5' 6""",125 lbs.,"67.0""",Orthodox,14,1,1
Cyril,http://ufcstats.com/fighter-details/9be6020024133293,Asker,Silverback,"6' 0""",247 lbs.,"74.0""",Orthodox,9,4,0
Khusein,http://ufcstats.com/fighter-details/5c10da56d712ac9c,Askhabov,Nohcho,"5' 8""",145 lbs.,"69.0""",Orthodox,23,1,0
Scott,http://ufcstats.com/fighter-details/06827d70c53ff0d9,Askham,,"6' 3""",185 lbs.,"75.0""",Southpaw,14,4,0
Ben,http://ufcstats.com/fighter-details/0b31f87be71ebbb1,Askren,Funky,"5' 11""",170 lbs.,"73.0""",Orthodox,19,2,0
Ibo,http://ufcstats.com/fighter-details/6e8f1bcdda94ff45,Aslan,The Last Ottoman,"6' 3""",205 lbs.,"77.0""",Orthodox,14,2,0
Tom,http://ufcstats.com/fighter-details/399afbabc02376b5,Aspinall,,"6' 5""",256 lbs.,"78.0""",Orthodox,15,3,0
Bruno,http://ufcstats.com/fighter-details/ff222167cce02919,Assis,Brunao,"6' 2""",185 lbs.,--,Orthodox,8,4,0
Junior,http://ufcstats.com/fighter-details/d0d7160824278840,Assuncao,,"5' 9""",145 lbs.,"72.0""",Orthodox,16,6,0
Raphael,http://ufcstats.com/fighter-details/2f13e4020cea5b38,Assuncao,,"5' 5""",135 lbs.,"66.0""",Orthodox,28,10,0
Michael,http://ufcstats.com/fighter-details/01c9e4013afce141,Aswell,The Texas Kid,"5' 8""",145 lbs.,"69.0""",Orthodox,9,2,0
Bazigit,http://ufcstats.com/fighter-details/fd7acf42bd6e7e95,Atajev,Volk,"6' 1""",230 lbs.,--,Orthodox,17,1,0
Rich,http://ufcstats.com/fighter-details/210935fd21670f6d,Attonito,The Raging Bull,"5' 10""",170 lbs.,"72.0""",Orthodox,10,5,0
Olivier,http://ufcstats.com/fighter-details/55ee431411ccf07a,Aubin-Mercier,The Canadian Gangster,"5' 9""",155 lbs.,"70.0""",Southpaw,11,5,0
Pat,http://ufcstats.com/fighter-details/196ed28337adc630,Audinwood,Awesomely Awesome,"6' 0""",155 lbs.,--,Orthodox,11,2,1
Jose,http://ufcstats.com/fighter-details/4d3b08ab127c7585,Augusto,Gugu,"6' 3""",251 lbs.,--,,6,2,0
Marcus,http://ufcstats.com/fighter-details/04643fd03d9159cc,Aurelio,Maximus,"5' 10""",155 lbs.,"74.0""",Orthodox,22,10,0
David,http://ufcstats.com/fighter-details/956dcac65e7b34d6,Avellan,,"5' 9""",185 lbs.,--,Orthodox,2,1,0
Blas,http://ufcstats.com/fighter-details/8753e125f4499816,Avena,The Disciple,"6' 0""",170 lbs.,"74.0""",Orthodox,8,7,0
Levi,http://ufcstats.com/fighter-details/ba5c6eeb8ef45f5c,Avera,,"6' 1""",170 lbs.,--,,18,15,0
Anthony,http://ufcstats.com/fighter-details/033d19259f589457,Avila,,"5' 7""",145 lbs.,--,,13,5,0
Chris,http://ufcstats.com/fighter-details/4665cbf36b08193b,Avila,,"5' 10""",145 lbs.,--,Orthodox,5,4,0
Julia,http://ufcstats.com/fighter-details/86d9dbe1bfcbade7,Avila,Raging Panda,"5' 7""",135 lbs.,"68.0""",Orthodox,9,4,0
Saad,http://ufcstats.com/fighter-details/da603332ad41f165,Awad,Assassin,"5' 11""",155 lbs.,--,,20,9,0
Javy,http://ufcstats.com/fighter-details/26387c19f32dda0f,Ayala,Eye Candy,"6' 1""",265 lbs.,--,,10,5,0
Jessin,http://ufcstats.com/fighter-details/6eaec40f724852f4,Ayari,,"6' 0""",155 lbs.,"73.0""",Orthodox,16,6,0
Abu,http://ufcstats.com/fighter-details/46d0a888d87d91ac,Azaitar,Captain Morocco,"5' 9""",185 lbs.,"76.0""",Orthodox,14,4,1
Ottman,http://ufcstats.com/fighter-details/ee18ff42063174df,Azaitar,Bulldozer,"5' 8""",155 lbs.,"71.0""",Switch,13,3,0
Luiz,http://ufcstats.com/fighter-details/063649e21bc9d6d5,Azeredo,,"5' 9""",154 lbs.,--,Orthodox,15,10,0
Luciano,http://ufcstats.com/fighter-details/9bcfb40dbcd50568,Azevedo,,"6' 3""",161 lbs.,--,Orthodox,17,9,1
Hunter,http://ufcstats.com/fighter-details/2af2f2e26c4c0402,Azure,,"5' 8""",145 lbs.,"69.0""",Orthodox,9,2,0
Niklas,http://ufcstats.com/fighter-details/39cc64bf0a269db9,Backstrom,,"6' 1""",145 lbs.,--,Orthodox,11,3,0
Seth,http://ufcstats.com/fighter-details/fd5b6598a3b70c0a,Baczynski,The Polish Pistola,"6' 3""",170 lbs.,"75.0""",Orthodox,20,14,0
Abdul Azeem,http://ufcstats.com/fighter-details/968764372c49eab6,Badakhshi,The Afghan Lion,--,145 lbs.,--,,13,3,0
Ryan,http://ufcstats.com/fighter-details/c0ab242c40decc55,Bader,Darth,"6' 2""",205 lbs.,"74.0""",Orthodox,23,5,0
Izabela,http://ufcstats.com/fighter-details/4fcf6e0c4e0e6664,Badurek,,"5' 5""",115 lbs.,--,Orthodox,6,3,0
Miguel,http://ufcstats.com/fighter-details/82d4c957649faf9b,Baeza,Caramel Thunder,"6' 2""",170 lbs.,"74.0""",Orthodox,10,4,0
Ali,http://ufcstats.com/fighter-details/3dd92ff9fb0412b3,Bagautinov,Puncher,"5' 4""",125 lbs.,"65.0""",Orthodox,15,6,0
Mehdi,http://ufcstats.com/fighter-details/e4d2564ea0e34e2b,Baghdad,The Sultan,"6' 1""",155 lbs.,--,Orthodox,11,5,0
Melsik,http://ufcstats.com/fighter-details/a52bc1e62cf0b7c6,Baghdasaryan,The Gun,"5' 9""",145 lbs.,"70.0""",Southpaw,8,3,0
Siyar,http://ufcstats.com/fighter-details/aec185309b4843d0,Bahadurzada,The Great,"5' 11""",170 lbs.,"73.0""",Orthodox,24,8,1
Ignacio,http://ufcstats.com/fighter-details/e4a47b07044ddd72,Bahamondes,La Jaula,"6' 3""",155 lbs.,"75.0""",Orthodox,17,5,0
Bahatebole,http://ufcstats.com/fighter-details/8f313e9c3a39c06e,Batebolati,Lion King,"5' 8""",170 lbs.,"71.0""",Southpaw,10,1,1
Shamar,http://ufcstats.com/fighter-details/e2b8186b618b00c4,Bailey,,"5' 9""",155 lbs.,"75.0""",Southpaw,16,11,0
Jordan,http://ufcstats.com/fighter-details/34dbcd4dbaf21a36,Bailey,,"5' 9""",145 lbs.,--,,6,3,0
Scott,http://ufcstats.com/fighter-details/7d5b12de1625984e,Baker,,"6' 0""",210 lbs.,--,,1,1,0
Bryan,http://ufcstats.com/fighter-details/898337ef520fe4d3,Baker,The Beast,"6' 3""",185 lbs.,--,Orthodox,18,5,0
Jin,http://ufcstats.com/fighter-details/371efa53bd0cf669,Bala,,"5' 9""",155 lbs.,--,,23,3,0
,http://ufcstats.com/fighter-details/e626e92a8f2a9737,Balajin,The Snow Leopard,"5' 9""",145 lbs.,"72.0""",Orthodox,23,4,0
Oluwale,http://ufcstats.com/fighter-details/04b39f4e8eb59d7c,Bamgbose,Holy War Angel,"5' 11""",185 lbs.,"78.0""",Switch,6,4,0
Stephen,http://ufcstats.com/fighter-details/4c4b44e3cf5815b3,Banaszak,,"6' 0""",145 lbs.,--,,5,5,0
Marcin,http://ufcstats.com/fighter-details/5c2ce761399dc9c5,Bandel,Bomba,"5' 10""",155 lbs.,--,Orthodox,15,7,0
Humberto,http://ufcstats.com/fighter-details/2c2caf2f2bab9df5,Bandenay,,"5' 11""",145 lbs.,"71.0""",Southpaw,14,7,0
Tae Hyun,http://ufcstats.com/fighter-details/9a2d3567abc02e34,Bang,Supernatural,"5' 9""",155 lbs.,"71.0""",Switch,18,10,0
Yohan,http://ufcstats.com/fighter-details/c50ea21fe9ef478d,Banks,,--,--,--,,2,1,0
Shauna,http://ufcstats.com/fighter-details/9c442aaf149ea982,Bannon,Mama B,"5' 5""",115 lbs.,"65.0""",Switch,7,1,0
Antonio,http://ufcstats.com/fighter-details/9ddfb3369a3b0394,Banuelos,,"5' 5""",135 lbs.,"63.0""",Orthodox,20,11,1
Renan,http://ufcstats.com/fighter-details/2c99576fefe53c7c,Barao,The Baron,"5' 6""",145 lbs.,"70.0""",Orthodox,34,9,0
Junior,http://ufcstats.com/fighter-details/06dced58ca24a6bd,Barata,,"5' 10""",170 lbs.,--,Orthodox,9,3,1
Maycee,http://ufcstats.com/fighter-details/6a740daf1b279661,Barber,The Future,"5' 5""",125 lbs.,"65.0""",Switch,14,2,0
Bryan,http://ufcstats.com/fighter-details/a331233f597090a5,Barberena,Bam Bam,"6' 0""",185 lbs.,"72.0""",Southpaw,18,12,0
Dione,http://ufcstats.com/fighter-details/27b388f0aab49780,Barbosa,The Witch,"5' 6""",125 lbs.,"66.0""",Orthodox,8,3,0
Marcio,http://ufcstats.com/fighter-details/c85bad793cd14e28,Barbosa,Ticoto,--,145 lbs.,--,,16,2,0
Edson,http://ufcstats.com/fighter-details/64a50dad704d1d49,Barboza,Junior,"5' 11""",145 lbs.,"75.0""",Orthodox,24,12,0
Raoni,http://ufcstats.com/fighter-details/b9f28e7045fdfce7,Barcelos,,"5' 7""",135 lbs.,"67.0""",Orthodox,19,5,0
Daniel,http://ufcstats.com/fighter-details/e8fe9c15d348e778,Barez,,"5' 6""",125 lbs.,"66.0""",Orthodox,17,7,0
Danny,http://ufcstats.com/fighter-details/b7c5eb7cdbac6a63,Barlow,LeftHand2God,"6' 2""",170 lbs.,"79.0""",Southpaw,9,1,0
Luke,http://ufcstats.com/fighter-details/172c2135e70f87b7,Barnatt,The Bigslow,"6' 6""",185 lbs.,"77.0""",Orthodox,13,4,0
James,http://ufcstats.com/fighter-details/c06a5c95f1169c0b,Barnes,Mooka,"5' 8""",135 lbs.,"71.0""",Orthodox,14,5,0
Nick,http://ufcstats.com/fighter-details/78a5eea49638685d,Barnes,,"5' 11""",170 lbs.,--,,11,2,0
Shonte,http://ufcstats.com/fighter-details/e575b6ff678c1aca,Barnes,Shyne,"5' 11""",185 lbs.,"76.0""",Southpaw,6,2,1
Josh,http://ufcstats.com/fighter-details/ad3f53c454cbbead,Barnett,The Warmaster,"6' 3""",250 lbs.,"78.0""",Orthodox,35,8,0
Chris,http://ufcstats.com/fighter-details/7a5e8c94a86f9895,Barnett,Beastboy,"5' 9""",265 lbs.,"75.0""",Orthodox,23,9,0
Chris,http://ufcstats.com/fighter-details/91e69a1c3c87325b,Barnhizer,,--,--,--,,2,3,0
David,http://ufcstats.com/fighter-details/80c0bed43da0e27b,Baron,,"5' 6""",155 lbs.,--,Switch,17,4,1
Phil,http://ufcstats.com/fighter-details/1652f3213655b935,Baroni,The New York Bad Ass,"5' 9""",170 lbs.,"72.0""",Orthodox,15,18,0
Dan,http://ufcstats.com/fighter-details/f12f979b657ab876,Barrera,The Fireman,"5' 9""",170 lbs.,--,Orthodox,3,1,0
Carlos,http://ufcstats.com/fighter-details/a220be6d41d6f97d,Barreto,,"6' 4""",230 lbs.,--,Orthodox,14,9,0
Jose,http://ufcstats.com/fighter-details/c32eab6c2119e989,Barreto,,--,185 lbs.,--,Southpaw,0,1,0
Peter,http://ufcstats.com/fighter-details/d21113c9ff3788ae,Barrett,Slippery,"5' 10""",145 lbs.,"73.0""",Southpaw,11,5,0
Marc-Andre,http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d,Barriault,Powerbar,"6' 1""",185 lbs.,"74.0""",Orthodox,16,9,0
David,http://ufcstats.com/fighter-details/e6015889f50075d2,Barrios,,"5' 6""",145 lbs.,--,,4,8,0
Alexandre,http://ufcstats.com/fighter-details/8fd1f27e86661ede,Barros,Baixinho,"5' 9""",170 lbs.,--,Southpaw,22,11,0
Ricardo,http://ufcstats.com/fighter-details/d26394fc0e8e880a,Barros,,"6' 1""",205 lbs.,--,,2,2,0
Francimar,http://ufcstats.com/fighter-details/b69f24c500d783e7,Barroso,Bodao,"6' 1""",205 lbs.,"75.0""",Orthodox,19,7,0
Pat,http://ufcstats.com/fighter-details/658c3465581ae46b,Barry,HD,"5' 11""",235 lbs.,"74.0""",Orthodox,8,7,0
Dean,http://ufcstats.com/fighter-details/a6f3d15cb84334bb,Barry,The Sniper,"5' 10""",170 lbs.,"72.0""",Orthodox,4,2,0
Enrique,http://ufcstats.com/fighter-details/be0b310a12eb80b4,Barzola,El Fuerte,"5' 7""",145 lbs.,"70.0""",Orthodox,17,5,2
Javid,http://ufcstats.com/fighter-details/bbab3baf66128ae2,Basharat,The Snow Leopard,"5' 9""",135 lbs.,"69.0""",Orthodox,14,2,0
Farid,http://ufcstats.com/fighter-details/a09ed60aa67a3f67,Basharat,Ferocious,"5' 8""",135 lbs.,"71.0""",Orthodox,13,0,0
Austin,http://ufcstats.com/fighter-details/d3f89fa685bd8420,Bashi,,"5' 6""",145 lbs.,"70.0""",Orthodox,13,1,0
Stephen,http://ufcstats.com/fighter-details/1cecc8fe6748a532,Bass,Bigfish,"5' 9""",145 lbs.,--,Orthodox,11,2,0
Sean,http://ufcstats.com/fighter-details/2c733e059462c1dc,Bassett,,--,155 lbs.,--,,0,4,0
Ryan,http://ufcstats.com/fighter-details/29508aff4d93cbbe,Bastianelli,Relentless,"5' 5""",135 lbs.,--,,6,7,0
Shayna,http://ufcstats.com/fighter-details/8ef4a91ac694b7ce,Baszler,The Queen of Spades,"5' 7""",135 lbs.,--,Orthodox,15,11,0
Namsrai,http://ufcstats.com/fighter-details/e1f8beeb6d2d871a,Batbayar,,--,125 lbs.,--,,7,1,0
Michel,http://ufcstats.com/fighter-details/34218661c44ed55d,Batista,,"6' 3""",260 lbs.,--,Orthodox,4,1,0
Bryan,http://ufcstats.com/fighter-details/f626118b6da0e020,Battle,The Butcher,"6' 1""",170 lbs.,"77.0""",Orthodox,13,2,0
Alan,http://ufcstats.com/fighter-details/c9a94278df042f46,Baudot,The Black Samourai,"6' 3""",243 lbs.,"79.0""",Orthodox,8,3,0
Mario,http://ufcstats.com/fighter-details/bc711b6dd95c1af6,Bautista,,"5' 9""",135 lbs.,"69.0""",Switch,15,2,0
Chris,http://ufcstats.com/fighter-details/55f446032177b119,Beal,Real Deal,"5' 7""",125 lbs.,"69.0""",Orthodox,10,5,0
Donovan,http://ufcstats.com/fighter-details/3a6ac598320ca7f2,Beard,The Highlight Reel,"6' 2""",185 lbs.,"78.0""",Orthodox,7,2,0
Rudy,http://ufcstats.com/fighter-details/74f13066b1417ef3,Bears,,"5' 11""",170 lbs.,--,Southpaw,16,15,0
Salvador,http://ufcstats.com/fighter-details/4fd76e7ba8313457,Becerra,,"5' 9""",155 lbs.,--,,5,2,0
Ariel,http://ufcstats.com/fighter-details/b96939f2b8d88e82,Beck,,"5' 6""",125 lbs.,"66.0""",Southpaw,4,5,0
Jack,http://ufcstats.com/fighter-details/b5a379583673510a,Becker,,--,155 lbs.,--,,13,5,0
Jeff,http://ufcstats.com/fighter-details/93bf96be327fcd98,Bedard,Little Popeye,"5' 6""",145 lbs.,--,Orthodox,13,3,0
Eric,http://ufcstats.com/fighter-details/ce05955c26c3c090,Bedard,Lucky Strikes,"6' 2""",239 lbs.,--,,6,7,0
Johnny,http://ufcstats.com/fighter-details/ffc3e6daaa6da0b7,Bedford,Brutal,"5' 10""",135 lbs.,"71.0""",Orthodox,21,13,1
Rolando,http://ufcstats.com/fighter-details/40a456a25d52ee65,Bedoya,The Machine,"5' 11""",155 lbs.,"74.0""",Orthodox,14,4,0
Chase,http://ufcstats.com/fighter-details/b16a7e6a627e9789,Beebe,,"5' 7""",135 lbs.,"67.0""",Orthodox,24,13,1
Lyle,http://ufcstats.com/fighter-details/babc6b5745335f18,Beerbohm,Fancy Pants,"5' 10""",155 lbs.,--,Southpaw,24,3,0
Allan,http://ufcstats.com/fighter-details/d6ed764f8b78d32a,Begosso,Mini,"5' 5""",135 lbs.,"66.0""",Orthodox,7,2,1
Azamat,http://ufcstats.com/fighter-details/3bc3f60b21cddc6a,Bekoev,Iron,"6' 0""",185 lbs.,"72.0""",Orthodox,20,3,0
Mirsad,http://ufcstats.com/fighter-details/cbd3e590a85b18c5,Bektic,,"5' 8""",145 lbs.,"70.0""",Orthodox,13,4,0
Diana,http://ufcstats.com/fighter-details/d7e40dca3ae125be,Belbita,The Warrior Princess,"5' 7""",125 lbs.,"68.0""",Orthodox,15,10,0
Alan,http://ufcstats.com/fighter-details/4130a743d9d22163,Belcher,The Talent,"6' 2""",185 lbs.,"75.0""",Orthodox,18,8,0
Vitor,http://ufcstats.com/fighter-details/0ee783aa00e468f0,Belfort,The Phenom,"6' 0""",185 lbs.,"74.0""",Southpaw,26,14,0
Yousri,http://ufcstats.com/fighter-details/7674b836ce0698a0,Belgaroui,,"6' 5""",185 lbs.,"79.0""",Orthodox,8,3,0
Rodolfo,http://ufcstats.com/fighter-details/69898645d600abdb,Bellato,Trator,"6' 3""",205 lbs.,"77.0""",Orthodox,12,2,1
Danilo,http://ufcstats.com/fighter-details/c3f6db17cea09ca7,Belluardo,Caterpillar,"6' 0""",155 lbs.,"74.0""",Southpaw,12,5,0
Joey,http://ufcstats.com/fighter-details/46baf0f57edfa4df,Beltran,The Mexicutioner,"6' 1""",185 lbs.,"75.0""",Orthodox,17,14,0
Marco,http://ufcstats.com/fighter-details/ec71a892fada28c7,Beltran,Psycho,"5' 8""",125 lbs.,"69.0""",Orthodox,8,6,0
Joseph,http://ufcstats.com/fighter-details/80eacd4da0617c57,Benavidez,,"5' 4""",125 lbs.,"65.0""",Southpaw,28,8,0
Mike,http://ufcstats.com/fighter-details/a71feb7ea7592a71,Bencic,Batman,"6' 0""",215 lbs.,--,Orthodox,1,2,0
Dave,http://ufcstats.com/fighter-details/9fd1f08dd4aec14a,Beneteau,Dangerous,"6' 2""",250 lbs.,--,Orthodox,6,5,1
Karla,http://ufcstats.com/fighter-details/6104730621ff318d,Benitez,,"5' 3""",113 lbs.,--,,14,11,1
Gabriel,http://ufcstats.com/fighter-details/436f970c9ea9169c,Benitez,Moggly,"5' 8""",155 lbs.,"71.0""",Southpaw,23,13,0
Charles,http://ufcstats.com/fighter-details/8dc4f34c1f50d00d,Bennett,Krazy Horse,"5' 8""",155 lbs.,--,Orthodox,30,33,2
Josh,http://ufcstats.com/fighter-details/c3ac8d0da7b05772,Bennett,,"6' 4""",259 lbs.,--,Orthodox,11,14,0
DeAnna,http://ufcstats.com/fighter-details/404ecb2700844072,Bennett,The Argentine Assassin,"5' 4""",125 lbs.,"68.0""",Orthodox,8,3,1
Benjamin,http://ufcstats.com/fighter-details/7030c27fc9778964,Bennett,Mr. Alaska,"6' 0""",170 lbs.,"73.0""",Switch,7,1,0
Lance,http://ufcstats.com/fighter-details/5431dccc09118234,Benoist,,"5' 11""",170 lbs.,"72.0""",Southpaw,7,2,0
Joe,http://ufcstats.com/fighter-details/a30f6d375dea5f9b,Benoit,,"5' 9""",170 lbs.,--,Orthodox,11,4,0
Ryan,http://ufcstats.com/fighter-details/20999e27ddd94bda,Benoit,Baby Face,"5' 5""",125 lbs.,"68.0""",Orthodox,10,8,0
Pat,http://ufcstats.com/fighter-details/a25f3dc0df974597,Benson,,"5' 9""",155 lbs.,--,,3,5,3
Len,http://ufcstats.com/fighter-details/592d23aed850e652,Bentley,,"5' 9""",155 lbs.,--,,10,6,0
Steve,http://ufcstats.com/fighter-details/21b1132949f2a9b0,Berger,The Red Nosed Pitbull,"5' 11""",170 lbs.,--,Orthodox,21,23,2
Kenneth,http://ufcstats.com/fighter-details/aa8189053b3a8994,Bergh,,"6' 2""",205 lbs.,"74.0""",Orthodox,8,0,0
Bret,http://ufcstats.com/fighter-details/2891c9f7b26b26fc,Bergmark,The Angry Hick,"5' 9""",170 lbs.,--,,6,1,1
Keith,http://ufcstats.com/fighter-details/e3779ef06e98f185,Berish,Sha Bang Bang,"6' 0""",205 lbs.,--,Orthodox,5,1,0
Dennis,http://ufcstats.com/fighter-details/6f242453c91a5af0,Bermudez,The Menace,"5' 6""",155 lbs.,"66.0""",Orthodox,17,9,0
Manny,http://ufcstats.com/fighter-details/2dc1bc1a02961656,Bermudez,The Bermudez Triangle,"5' 10""",145 lbs.,"71.0""",Orthodox,14,2,0
Talita,http://ufcstats.com/fighter-details/5b2325cd70dbe2ea,Bernardo,,"5' 4""",135 lbs.,"68.0""",Orthodox,6,4,0
Dave,http://ufcstats.com/fighter-details/b3bbe88fecd6a0d2,Berry,,--,--,--,,0,1,0
Keith,http://ufcstats.com/fighter-details/0b935b9bbbe5fc07,Berry,,"6' 1""",185 lbs.,--,,15,14,1
Dieusel,http://ufcstats.com/fighter-details/0db70ca89e1c7374,Berto,,"5' 9""",200 lbs.,--,,0,3,0
Edson,http://ufcstats.com/fighter-details/66766984842c13dc,Berto,Little Tiger,"5' 6""",155 lbs.,--,Orthodox,17,12,1
Allen,http://ufcstats.com/fighter-details/aebfb84d1f6d2d8c,Berube,Monstah Lobstah,"5' 8""",155 lbs.,--,Orthodox,4,3,0
Anton,http://ufcstats.com/fighter-details/8ba8e8d7eafa7267,Berzin,The Body Snatcher,"6' 2""",205 lbs.,--,Orthodox,5,1,0
Scott,http://ufcstats.com/fighter-details/3f24c96753dbd9f9,Bessac,,"6' 4""",245 lbs.,--,,4,6,0
Matt,http://ufcstats.com/fighter-details/0b8d512c79b4baf3,Bessette,The Mangler,"5' 10""",145 lbs.,"70.0""",Orthodox,22,9,0
Khadzhi,http://ufcstats.com/fighter-details/e05f4ce199baca91,Bestaev,Best,"6' 6""",185 lbs.,"76.0""",,10,4,0
Fernando,http://ufcstats.com/fighter-details/a524710c3ef918fa,Bettega,,--,170 lbs.,--,,7,5,0
Arjan,http://ufcstats.com/fighter-details/7e511f8d842a109d,Bhullar,,"6' 1""",245 lbs.,"75.0""",Orthodox,9,1,0
KB,http://ufcstats.com/fighter-details/9cd047a828dd7515,Bhullar,The Bengal,"6' 4""",185 lbs.,"78.0""",Switch,8,2,0
Bibulatov,http://ufcstats.com/fighter-details/87f19d19f4cb73f8,Magomed,Chaborz,"5' 5""",125 lbs.,"65.0""",Orthodox,14,2,0
David,http://ufcstats.com/fighter-details/1efa064872f089d0,Bielkheden,,"5' 10""",155 lbs.,"71.0""",Orthodox,24,12,0
Blake,http://ufcstats.com/fighter-details/5095b0920a3602aa,Bilder,El Animal,"5' 8""",145 lbs.,"68.0""",Switch,8,2,1
Jonas,http://ufcstats.com/fighter-details/ebbf571f349e79d9,Bilharinho,,"5' 11""",145 lbs.,"75.0""",Switch,9,1,1
Jeremiah,http://ufcstats.com/fighter-details/b3b6e80b7d5f8f0d,Billington,,"5' 9""",205 lbs.,--,Orthodox,11,2,0
Scott,http://ufcstats.com/fighter-details/53f02bbc41d99432,Bills,,"5' 10""",170 lbs.,--,,7,9,1
Anthony,http://ufcstats.com/fighter-details/c5a126ace82a6025,Birchak,El Toro,"5' 8""",135 lbs.,"69.0""",Orthodox,16,8,0
Chris,http://ufcstats.com/fighter-details/8a22c6b4d29880a3,Birchler,The Big Buck,"6' 3""",205 lbs.,--,Switch,7,4,0
Angad,http://ufcstats.com/fighter-details/7b4ae3fd439a05b6,Bisht,,"5' 7""",125 lbs.,"67.0""",Orthodox,10,3,0
Michael,http://ufcstats.com/fighter-details/2b93ebd9f5417ad2,Bisping,The Count,"6' 1""",185 lbs.,"75.0""",Orthodox,30,9,0
Amaury,http://ufcstats.com/fighter-details/7a359ef685a304a7,Bitetti,,"5' 9""",185 lbs.,--,Orthodox,5,2,0
Caio,http://ufcstats.com/fighter-details/a653cb5eb4b39339,Bittencourt,Leao,"6' 0""",185 lbs.,"75.0""",Orthodox,14,7,0
Davi,http://ufcstats.com/fighter-details/dd6ec6f941c3a414,Bittencourt,The Black,"5' 5""",135 lbs.,"65.0""",Orthodox,14,4,0
Simon,http://ufcstats.com/fighter-details/27ab7257bf6a3b65,Biyong,,--,205 lbs.,--,,7,1,0
Jan,http://ufcstats.com/fighter-details/99df7d0a2a08a8a8,Blachowicz,,"6' 2""",205 lbs.,"78.0""",Orthodox,29,11,1
Jason,http://ufcstats.com/fighter-details/b2f743746e8dcfa2,Black,The Black Legion,"5' 8""",155 lbs.,--,Orthodox,23,4,1
Brad,http://ufcstats.com/fighter-details/7e69a4b0961aa555,Blackburn,Bad Brad,"5' 10""",170 lbs.,"73.0""",Orthodox,18,13,1
Jason,http://ufcstats.com/fighter-details/619d807fa54ae8f7,Blackford,,--,--,--,,3,3,0
Tom,http://ufcstats.com/fighter-details/2adb11835acd815b,Blackledge,,--,205 lbs.,--,Orthodox,10,7,0
Sherrard,http://ufcstats.com/fighter-details/0e5c79b3594ff0ad,Blackledge,The Thriller,"5' 11""",155 lbs.,"75.0""",Orthodox,5,1,0
Da'Mon,http://ufcstats.com/fighter-details/da22387a0407a2dc,Blackshear,The Monster,"5' 10""",135 lbs.,"72.0""",Switch,17,7,1
Chasen,http://ufcstats.com/fighter-details/0f4a536507f33576,Blair,Mestizo,"5' 10""",155 lbs.,"71.0""",Orthodox,6,3,0
Erin,http://ufcstats.com/fighter-details/669970f7feba8ecd,Blanchfield,Cold Blooded,"5' 4""",125 lbs.,"66.0""",Orthodox,13,2,0
Maximo,http://ufcstats.com/fighter-details/4a1329cc8eb0928a,Blanco,Maxi,"5' 8""",145 lbs.,"71.0""",Orthodox,12,8,1
David,http://ufcstats.com/fighter-details/ebf298f8ac7e232b,Blanco,,"5' 7""",145 lbs.,--,,2,0,0
Curtis,http://ufcstats.com/fighter-details/fa6796c55d6c5440,Blaydes,Razor,"6' 4""",265 lbs.,"80.0""",Orthodox,18,5,0
Tereza,http://ufcstats.com/fighter-details/59c438c81fbf3ece,Bleda,,"5' 9""",125 lbs.,"71.0""",Orthodox,7,1,0
Arlene,http://ufcstats.com/fighter-details/35d6337320a4ae48,Blencowe,Angerfist,"5' 5""",145 lbs.,--,,9,6,0
Byron,http://ufcstats.com/fighter-details/ecdf14f4f8643d39,Bloodworth,,"5' 8""",135 lbs.,--,Orthodox,6,3,0
Dashawn,http://ufcstats.com/fighter-details/046a85108610c0d2,Boatwright,"Buck, the 400-pound Silverback","6' 0""",205 lbs.,--,Orthodox,3,1,0
Dan,http://ufcstats.com/fighter-details/f348d05403fad037,Bobish,,"6' 2""",345 lbs.,--,Southpaw,17,9,0
Mark,http://ufcstats.com/fighter-details/cf9d24e4bd0cf2ce,Bocek,,"5' 8""",155 lbs.,"75.0""",Orthodox,12,5,0
Kyle,http://ufcstats.com/fighter-details/c5af5750e8bae4f0,Bochniak,Killer B,"5' 7""",145 lbs.,"70.0""",Orthodox,8,5,0
James,http://ufcstats.com/fighter-details/984d15d5dc7bfcf9,Bochnovic,,"6' 4""",205 lbs.,"81.0""",Orthodox,8,3,0
Jeremy,http://ufcstats.com/fighter-details/1afd74f8cb0719f3,Boczulak,,--,--,--,,0,2,0
Tim,http://ufcstats.com/fighter-details/c80095f6092271a7,Boetsch,The Barbarian,"6' 0""",185 lbs.,"74.0""",Orthodox,21,13,0
Galore,http://ufcstats.com/fighter-details/8a56ea383fd26e52,Bofando,,"5' 11""",170 lbs.,"72.0""",Switch,5,3,0
Jay,http://ufcstats.com/fighter-details/53c21779d84ceb75,Bogan,,--,145 lbs.,--,,6,6,0
Roman,http://ufcstats.com/fighter-details/d61316139d68dbe3,Bogatov,,"5' 8""",155 lbs.,"73.0""",Orthodox,10,1,0
Derek,http://ufcstats.com/fighter-details/70a1c7626b5e0599,Bohi,Marshmallow,"6' 4""",260 lbs.,--,,8,5,0
Jerry,http://ufcstats.com/fighter-details/93892752c5fc23ca,Bohlander,,"5' 11""",199 lbs.,--,Orthodox,11,4,0
